SN,ID,Year,Semester,,CourseNumber,CourseName,CourseType,Gender,Asignment,StudentsGrade,InstructorsGrade,Difference
2400,31B14,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz4,81,64,-17
2410,31A12,2016,Spring,1,3650,Linear Algebra,F2F,1,Test1,81,64,-17
2449,31A04,2016,Spring,1,192,CalculusII,F2F,0,Test1,80,64,-16
2450,31A19,2016,Spring,1,192,,F2F,0,Midterm II,80,64,-16
2451,31A19,2016,Spring,1,192,,F2F,1,Midterm II,80,64,-16
2452,31B18,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,80,64,-16
2453,31A15,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,80,64,-16
1395,11B10,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,80,64,-16
1510,21A2,2016,Spring,1,1111,College Algebra,F2F,1,Test1,80,64,-16
2033,21B29,2016,Spring,1,192,CalculusII,F2F,0,Final,78,64,-14
2295,41A26,2016,Spring,1,3650,Linear Algebra,F2F,1,Final,77,64,-13
1683,21C11,2016,Spring,1,1113,Precalculus,F2F,1,Quiz8,74,64,-10
1360,11A7,2016,Spring,1,192,,F2F,0,Final,71,64,-7
1414,11B15,2016,Spring,1,192,,F2F,0,Final,70,64,-6
1647,21B6,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,69,64,-5
1410,11A4,2016,Spring,1,1111,College Algebra,F2F,0,Quiz8,60,64,4
1500,21A6,2016,Spring,1,1111,College Algebra,F2F,0,Final,60,64,4
1903,21C20,2016,Spring,1,1111,College Algebra,F2F,1,Quiz6,58,64,6
1931,21B2,2016,Spring,1,1111,College Algebra,F2F,1,Quiz7,58,64,6
1957,21B12,2016,Spring,1,1111,College Algebra,F2F,1,Test3,58,64,6
1969,21B23,2016,Spring,1,191,,F2F,1,exam3,100,63,-37
2065,21C7,2016,Spring,1,192,,F2F,1,final,95,63,-32
2094,21D11,2016,Spring,1,111,,F2F,1,exam1,92,63,-29
2446,31B24,2016,Spring,1,2470,,F2F,1,test4,90,63,-27
2593,11C12,2016,Spring,1,2204,,F2F,1,TEST I,88,63,-25
2576,11C12,2016,Spring,1,192,,F2F,0,Midterm I,83,63,-20
1492,21A3,2016,Spring,1,192,,F2F,1,Midterm II,83,63,-20
1863,21C25,2016,Spring,1,1113,Precalculus,F2F,0,Final,82,63,-19
2510,31C01,2016,Spring,1,1111,College Algebra,F2F,0,Quiz1,80,63,-17
2574,11C26,2016,Spring,1,1111,College Algebra,F2F,0,Quiz2,80,63,-17
1381,11A20,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,80,63,-17
1635,21B5,2016,Spring,1,1111,College Algebra,F2F,0,Test1,80,63,-17
1379,11A21,2016,Spring,1,191,,F2F,0,exam3,77,63,-14
1633,21C15,2016,Spring,1,111,,F2F,0,exam2,76,63,-13
1898,21B16,2016,Spring,1,1113,Precalculus,F2F,1,Quiz1,73,63,-10
2085,21D5,2016,Spring,1,1113,Precalculus,F2F,1,Quiz4,73,63,-10
2146,21D11,2016,Spring,1,1113,Precalculus,F2F,1,Test1,73,63,-10
2204,41A10,2016,Spring,1,192,CalculusII,F2F,1,Test3,70,63,-7
2349,31A06,2016,Spring,1,192,CalculusII,F2F,1,Test3,70,63,-7
2350,31A07,2016,Spring,1,1113,Precalculus,F2F,1,Quiz6,70,63,-7
2351,31B12,2016,Spring,1,1113,Precalculus,F2F,1,Test3,70,63,-7
2440,31B20,2016,Spring,1,192,,F2F,0,Final,64,63,-1
2441,31B15,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,64,63,-1
2498,31A06,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,64,63,-1
2499,31C02,2016,Spring,1,1111,College Algebra,F2F,0,Test2,64,63,-1
2500,31C04,2016,Spring,1,192,,F2F,1,Midterm I,60,63,3
2569,11C5,2016,Spring,1,191,,F2F,1,exam3,90,62,-28
1631,21C13,2016,Spring,1,2204,,F2F,0,Test1,90,62,-28
1697,21C26,2016,Spring,1,111,,F2F,1,exam1,88,62,-26
2568,11C3,2016,Spring,1,192,,F2F,0,Midterm I,88,62,-26
1778,21C20,2016,Spring,1,192,,F2F,1,Midterm II,80,62,-18
2529,11C9,2016,Spring,1,1111,College Algebra,F2F,0,Quiz1,80,62,-18
1624,21C1,2016,Spring,1,1111,College Algebra,F2F,0,Quiz2,80,62,-18
1625,21C18,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,80,62,-18
1664,21C9,2016,Spring,1,1111,College Algebra,F2F,0,Test1,80,62,-18
1897,21C22,2016,Spring,1,1113,Precalculus,F2F,0,Final,80,62,-18
1923,21C14,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz7,73,62,-11
2185,21D7,2016,Spring,1,192,,F2F,1,Midterm I,70,62,-8
2343,31B07,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,70,62,-8
2344,31A17,2016,Spring,1,1111,College Algebra,F2F,1,Quiz6,70,62,-8
2385,31B17,2016,Spring,1,1111,College Algebra,F2F,1,Quiz7,70,62,-8
2430,31A03,2016,Spring,1,1111,College Algebra,F2F,1,Test3,70,62,-8
2489,31B10,2016,Spring,1,192,,F2F,0,Midterm II,60,62,2
2490,31B18,2016,Spring,1,192,,F2F,1,Midterm I,56,62,6
1471,11A2,2016,Spring,1,1113,Precalculus,F2F,0,Quiz7,42,62,20
1979,21B1,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz8,92,61,-31
2335,31A19,2016,Spring,1,192,CalculusII,F2F,0,Test1,90,61,-29
2336,31B05,2016,Spring,1,191,,F2F,1,exam3,88,61,-27
2424,31B14,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,87,61,-26
2484,31A08,2016,Spring,1,192,,F2F,0,Midterm II,85,61,-24
1725,21B24,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz1,82,61,-21
1754,21B21,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz4,82,61,-21
1506,21A1,2016,Spring,1,3650,Linear Algebra,F2F,1,Test1,82,61,-21
1545,21B3,2016,Spring,1,192,,F2F,0,final,81,61,-20
1351,11A26,2016,Spring,1,111,,F2F,1,exam1,80,61,-19
1457,11B16,2016,Spring,1,111,,F2F,1,exam1,80,61,-19
1737,21C26,2016,Spring,1,2204,,F2F,0,Test1,80,61,-19
1453,11A17,2016,Spring,1,192,,F2F,1,final,78,61,-17
1790,21C17,2016,Spring,1,192,,F2F,0,Medterm II,75,61,-14
1488,21A2,2016,Spring,1,192,,F2F,1,final,73,61,-12
1784,21C1,2016,Spring,1,192,CalculusII,F2F,1,Final,71,61,-10
2439,31A15,2016,Spring,1,111,,F2F,0,exam2 ,70,61,-9
1748,21C9,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,69,61,-8
1767,21C2,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,69,61,-8
1939,21C2,2016,Spring,1,1113,Precalculus,F2F,0,Test1,69,61,-8
1940,21C10,2016,Spring,1,1113,Precalculus,F2F,1,Quiz2,65,61,-4
2052,21C11,2016,Spring,1,1113,Precalculus,F2F,1,Quiz5,65,61,-4
2053,21C17,2016,Spring,1,1113,Precalculus,F2F,1,Test2,65,61,-4
1590,21B14,2016,Spring,1,192,,F2F,0,Midterm II,50,61,11
1361,11B9,2016,Spring,1,2204,,F2F,0,test3,50,61,11
1753,21B16,2016,Spring,1,192,CalculusII,F2F,0,Test2,49,61,12
1823,21B26,2016,Spring,1,192,CalculusII,F2F,1,Quiz3,100,60,-40
2048,21C7,2016,Spring,1,192,CalculusII,F2F,1,Quiz5,100,60,-40
2578,11C7,2016,Spring,1,192,CalculusII,F2F,1,Quiz8,100,60,-40
1407,11B8,2016,Spring,1,192,,F2F,0,Quiz 1,100,60,-40
1822,21B27,2016,Spring,1,192,,F2F,1,Quiz 1,100,60,-40
1334,11B13,2016,Spring,1,192,,F2F,0,Quiz 2,100,60,-40
1335,11A5,2016,Spring,1,192,,F2F,1,Quiz 2,100,60,-40
2045,21B11,2016,Spring,1,192,,F2F,1,quiz1,100,60,-40
1734,21B29,2016,Spring,1,192,,F2F,1,quiz1,100,60,-40
2468,31A18,2016,Spring,1,320,,F2F,0,quiz3,100,60,-40
1369,11B14,2016,Spring,1,320,,F2F,0,quiz3,100,60,-40
1520,21A4,2016,Spring,1,320,,F2F,0,quiz3,100,60,-40
1612,21B27,2016,Spring,1,320,,F2F,1,quiz3,100,60,-40
1355,11B1,2016,Spring,1,320,,F2F,1,quiz3,100,60,-40
1454,11B5,2016,Spring,1,320,,F2F,1,quiz3,100,60,-40
2497,31B22,2016,Spring,1,2204,,F2F,0,quiz8,100,60,-40
1562,21B7,2016,Spring,1,191,,F2F,0,exam3,93,60,-33
1480,21A6,2016,Spring,1,191,,F2F,1,exam3,93,60,-33
1328,11A17,2016,Spring,1,191,,F2F,0,exam3,90,60,-30
1623,21B6,2016,Spring,1,192,,F2F,0,Quiz 3,90,60,-30
2566,11C17,2016,Spring,1,320,,F2F,0,quiz3,90,60,-30
2429,31A03,2016,Spring,1,320,,F2F,0,quiz3,90,60,-30
2527,11C25,2016,Spring,1,2204,,F2F,1,quiz6,90,60,-30
2561,11C3,2016,Spring,1,111,,F2F,1,exam1,85,60,-25
1519,21A2,2016,Spring,1,191,,F2F,0,exam3,85,60,-25
1591,21B20,2016,Spring,1,1113,Precalculus,F2F,0,Quiz2,85,60,-25
1825,21C19,2016,Spring,1,1113,Precalculus,F2F,0,Quiz5,85,60,-25
1588,21B14,2016,Spring,1,1113,Precalculus,F2F,0,Test2,85,60,-25
1534,21A5,2016,Spring,1,192,,F2F,1,Midterm I,82,60,-22
1499,21A4,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,80,60,-20
1678,21C13,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,80,60,-20
1577,21B4,2016,Spring,1,192,,F2F,0,Midterm I,80,60,-20
1491,21A3,2016,Spring,1,320,,F2F,1,quiz2,80,60,-20
1699,21B23,2016,Spring,1,320,,F2F,1,quiz3,80,60,-20
1885,21B4,2016,Spring,1,320,,F2F,1,quiz3,80,60,-20
2592,11C11,2016,Spring,1,1111,College Algebra,F2F,0,Quiz6,80,60,-20
1698,21C26,2016,Spring,1,1111,College Algebra,F2F,0,Quiz7,80,60,-20
1564,21B25,2016,Spring,1,1111,College Algebra,F2F,0,Test3,80,60,-20
1672,21C16,2016,Spring,1,2204,,F2F,0,Test1,80,60,-20
1841,21B19,2016,Spring,1,192,,F2F,1,Midterm II,75,60,-15
2567,11C20,2016,Spring,1,320,,F2F,1,quiz2,75,60,-15
1376,11A26,2016,Spring,1,191,,F2F,0,exam3,74,60,-14
1479,21A7,2016,Spring,1,191,,F2F,0,exam3,70,60,-10
2563,11C3,2016,Spring,1,191,,F2F,1,exam3,70,60,-10
2365,31A07,2016,Spring,1,192,,F2F,0,Final,70,60,-10
1585,21B10,2016,Spring,1,192,,F2F,0,final,70,60,-10
1721,21C6,2016,Spring,1,1111,College Algebra,F2F,1,Quiz6,70,60,-10
2093,21D7,2016,Spring,1,1111,College Algebra,F2F,1,Quiz7,70,60,-10
1435,11A13,2016,Spring,1,1111,College Algebra,F2F,1,Test3,70,60,-10
1529,21A2,2016,Spring,1,1120,,F2F,1,quiz5,70,60,-10
1572,21B27,2016,Spring,1,192,,F2F,1,Medterm II,68,60,-8
1573,21B17,2016,Spring,1,1113,Precalculus,F2F,1,Quiz2,65,60,-5
1690,21B20,2016,Spring,1,1113,Precalculus,F2F,1,Quiz5,65,60,-5
1607,21C24,2016,Spring,1,1113,Precalculus,F2F,1,Test2,65,60,-5
1761,21C10,2016,Spring,1,2204,,F2F,0,test3,65,60,-5
2438,31A02,2016,Spring,1,1113,Precalculus,F2F,0,Quiz3,63,60,-3
2496,31B21,2016,Spring,1,192,,F2F,1,Final,62,60,-2
1428,11A21,2016,Spring,1,2470,,F2F,1,test4,61,60,-1
1481,21A2,2016,Spring,1,192,,F2F,0,FINAL,60,60,0
1626,21B27,2016,Spring,1,192,,F2F,1,quiz1,60,60,0
1554,21C6,2016,Spring,1,320,,F2F,0,quiz3,60,60,0
1622,21C8,2016,Spring,1,320,,F2F,0,quiz3,60,60,0
2076,21D3,2016,Spring,1,1101,,F2F,1,quiz4,60,60,0
1547,21C9,2016,Spring,1,1120,,F2F,0,quiz4,60,60,0
2334,31A07,2016,Spring,1,1120,,F2F,0,quiz5,60,60,0
1364,11B18,2016,Spring,1,1120,,F2F,1,quiz5,60,60,0
1393,11B10,2016,Spring,1,2204,,F2F,0,quiz6,60,60,0
1409,11A13,2016,Spring,1,2204,,F2F,0,test3,60,60,0
1576,21C22,2016,Spring,1,1113,Precalculus,F2F,0,Quiz3,59,60,1
2437,31B15,2016,Spring,1,1111,College Algebra,F2F,0,Quiz1,55,60,5
1603,21B11,2016,Spring,1,1111,College Algebra,F2F,0,Quiz2,55,60,5
1401,11A21,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,55,60,5
1668,21C4,2016,Spring,1,1111,College Algebra,F2F,0,Test1,55,60,5
1815,21B11,2016,Spring,1,192,CalculusII,F2F,0,Quiz6,50,60,10
1880,21B24,2016,Spring,1,192,CalculusII,F2F,0,Quiz8,50,60,10
1855,21B10,2016,Spring,1,1111,College Algebra,F2F,1,Quiz8,50,60,10
1458,11B19,2016,Spring,1,1111,College Algebra,F2F,1,Final,50,60,10
1350,11B13,2016,Spring,1,192,CalculusII,F2F,0,Quiz6,40,60,20
1641,21C25,2016,Spring,1,191,,F2F,1,exam3,80,59,-21
1887,21B3,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,75,59,-16
1487,21A2,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,75,59,-16
2573,11C23,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz8,72,59,-13
1883,21B17,2016,Spring,1,2470,,F2F,0,test4,71,59,-12
1445,11B11,2016,Spring,1,192,CalculusII,F2F,1,Test2,70,59,-11
1518,21A1,2016,Spring,1,111,,F2F,0,exam3,69,59,-10
1490,21A5,2016,Spring,1,111,,F2F,1,exam2 ,68,59,-9
1821,21B1,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,65,59,-6
2436,31B16,2016,Spring,1,192,,F2F,1,Medterm I,60,59,-1
1447,11A6,2016,Spring,1,111,,F2F,0,exam1,59,59,0
1759,21C3,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,87,58,-29
2565,11C17,2016,Spring,1,192,,F2F,1,FINAL,82,58,-24
1663,21B13,2016,Spring,1,111,,F2F,1,exam2,80,58,-22
1464,11A15,2016,Spring,1,1113,Precalculus,F2F,0,Final,80,58,-22
1805,21C12,2016,Spring,1,192,,F2F,0,final,78,58,-20
1854,21C4,2016,Spring,1,192,,F2F,1,final,76,58,-18
1636,21B14,2016,Spring,1,3650,Linear Algebra,F2F,1,Final,75,58,-17
1783,21B25,2016,Spring,1,192,CalculusII,F2F,0,Final,73,58,-15
2495,31B11,2016,Spring,1,1113,Precalculus,F2F,0,Quiz7,73,58,-15
1448,11B5,2016,Spring,1,192,CalculusII,F2F,0,Test1,68,58,-10
1602,21B2,2016,Spring,1,192,,F2F,1,Midterm I,68,58,-10
1601,21C7,2016,Spring,1,1111,College Algebra,F2F,0,Quiz8,65,58,-7
2528,11C25,2016,Spring,1,1111,College Algebra,F2F,0,Final,65,58,-7
1616,21C22,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,60,58,-2
1909,21B25,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,60,58,-2
1910,21B2,2016,Spring,1,1111,College Algebra,F2F,0,Test2,60,58,-2
1937,21B20,2016,Spring,1,191,,F2F,1,exam3,58,58,0
1938,21B19,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,57,58,1
1960,21C3,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,57,58,1
1961,21C21,2016,Spring,1,1113,Precalculus,F2F,0,Test1,57,58,1
2007,21C5,2016,Spring,1,2470,,F2F,1,test4,91,57,-34
2008,21C19,2016,Spring,1,192,,F2F,1,final,86,57,-29
2102,21D15,2016,Spring,1,111,,F2F,0,exam2,85,57,-28
2123,21D3,2016,Spring,1,191,,F2F,1,exam3,72,57,-15
2166,21D2,2016,Spring,1,192,CalculusII,F2F,1,Final,72,57,-15
2167,21D14,2016,Spring,1,1113,Precalculus,F2F,1,Quiz7,67,57,-10
2268,41A17,2016,Spring,1,191,,F2F,1,exam3,63,57,-6
2269,41A35,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,59,57,-2
2270,41A17,2016,Spring,1,192,,F2F,1,Midterm III,54,57,3
2363,31B18,2016,Spring,1,192,,F2F,0,Medterm II,35,57,22
2364,31B06,2016,Spring,1,192,,F2F,1,Quiz1,100,56,-44
1367,11B9,2016,Spring,1,1111,College Algebra,F2F,0,Quiz1,100,56,-44
1934,21B6,2016,Spring,1,1111,College Algebra,F2F,0,Quiz2,100,56,-44
1508,21A1,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,100,56,-44
1460,11B14,2016,Spring,1,1111,College Algebra,F2F,0,Test1,100,56,-44
1498,21A4,2016,Spring,1,192,,F2F,0,final,86,56,-30
1995,21C12,2016,Spring,1,191,,F2F,1,exam3,85,56,-29
2092,21D3,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,82,56,-26
2286,41A26,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,82,56,-26
2357,31B01,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,80,56,-24
2358,31A08,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,80,56,-24
2386,31A16,2016,Spring,1,192,,F2F,1,final,74,56,-18
1888,21C5,2016,Spring,1,111,,F2F,0,exam2,73,56,-17
1609,21C7,2016,Spring,1,192,,F2F,1,Midterm I,72,56,-16
2419,31A19,2016,Spring,1,191,,F2F,0,exam3,70,56,-14
1639,21B22,2016,Spring,1,192,,F2F,0,Final,70,56,-14
1782,21C2,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,60,56,-4
1927,21B12,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,60,56,-4
1955,21C14,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,60,56,-4
1989,21C12,2016,Spring,1,1111,College Algebra,F2F,1,Test1,60,56,-4
2145,21D8,2016,Spring,1,192,,F2F,1,Final,50,56,6
2203,41A05,2016,Spring,1,1111,College Algebra,F2F,1,Quiz4,50,56,6
2258,41A30,2016,Spring,1,1111,College Algebra,F2F,1,Quiz5,50,56,6
2259,41A33,2016,Spring,1,1111,College Algebra,F2F,1,Test2,50,56,6
2348,31B10,2016,Spring,1,1111,College Algebra,F2F,1,Test1,45,56,11
2398,31A02,2016,Spring,1,192,,F2F,1,Midterm III,41,56,15
1482,21A7,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz8,93,55,-38
1630,21B20,2016,Spring,1,192,,F2F,1,Midterm II,90,55,-35
1559,21C21,2016,Spring,1,111,,F2F,1,exam1,88,55,-33
1817,21B20,2016,Spring,1,192,,F2F,0,final,85,55,-30
1549,21B23,2016,Spring,1,191,,F2F,1,exam3,80,55,-25
1694,21B13,2016,Spring,1,1113,Precalculus,F2F,1,Final,80,55,-25
1922,21C14,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,80,55,-25
1984,21C8,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,80,55,-25
2139,21D10,2016,Spring,1,192,,F2F,0,Midterm II,75,55,-20
2184,21D1,2016,Spring,1,1113,Precalculus,F2F,1,Quiz6,75,55,-20
2383,31B07,2016,Spring,1,1113,Precalculus,F2F,1,Test3,75,55,-20
2384,31B20,2016,Spring,1,111,,F2F,1,exam1,70,55,-15
2467,31B07,2016,Spring,1,192,,F2F,0,Medterm I,70,55,-15
2488,31A13,2016,Spring,1,1111,College Algebra,F2F,1,Quiz6,70,55,-15
1811,21C12,2016,Spring,1,1111,College Algebra,F2F,1,Quiz7,70,55,-15
2585,11C3,2016,Spring,1,1111,College Algebra,F2F,1,Test3,70,55,-15
1982,21B14,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,69,55,-14
2276,41A35,2016,Spring,1,111,,F2F,1,exam1,65,55,-10
2381,31B04,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,60,55,-5
2382,31B19,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,60,55,-5
1617,21B21,2016,Spring,1,1111,College Algebra,F2F,1,Quiz4,60,55,-5
2582,11C8,2016,Spring,1,1111,College Algebra,F2F,1,Quiz5,60,55,-5
1441,11A4,2016,Spring,1,1111,College Algebra,F2F,1,Test2,60,55,-5
1615,21B3,2016,Spring,1,111,,F2F,1,exam2,50,55,5
1978,21B26,2016,Spring,1,1111,College Algebra,F2F,1,Quiz4,50,55,5
2132,21D8,2016,Spring,1,1111,College Algebra,F2F,1,Quiz5,50,55,5
2252,41A13,2016,Spring,1,1111,College Algebra,F2F,1,Test2,50,55,5
2273,41A14,2016,Spring,1,2204,,F2F,1,Test1,40,55,15
1346,11B19,2016,Spring,1,2204,,F2F,0,test2,60,54.5,-5.5
1405,11A8,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,80,54,-26
1432,11A10,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,80,54,-26
1850,21C11,2016,Spring,1,1113,Precalculus,F2F,0,Test1,80,54,-26
1840,21B16,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz7,75,54,-21
1391,11A5,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,70,54,-16
1553,21B9,2016,Spring,1,1111,College Algebra,F2F,1,Quiz6,70,54,-16
1368,11A3,2016,Spring,1,1111,College Algebra,F2F,1,Quiz7,70,54,-16
1517,21A5,2016,Spring,1,1111,College Algebra,F2F,1,Test3,70,54,-16
1362,11B1,2016,Spring,1,2470,,F2F,0,test4,70,54,-16
1343,11B13,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,68,54,-14
1606,21C8,2016,Spring,1,1113,Precalculus,F2F,1,Quiz1,65,54,-11
2434,31A01,2016,Spring,1,1113,Precalculus,F2F,1,Quiz4,65,54,-11
2435,31B09,2016,Spring,1,1113,Precalculus,F2F,1,Test1,65,54,-11
1600,21B24,2016,Spring,1,1111,College Algebra,F2F,1,Quiz4,60,54,-6
1525,21A1,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,60,54,-6
2478,31A09,2016,Spring,1,1111,College Algebra,F2F,1,Quiz5,60,54,-6
2047,21B29,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,60,54,-6
1738,21B11,2016,Spring,1,1111,College Algebra,F2F,1,Test2,60,54,-6
1486,21A2,2016,Spring,1,1111,College Algebra,F2F,0,Test2,60,54,-6
1845,21B20,2016,Spring,1,1113,Precalculus,F2F,1,Quiz1,58,54,-4
1337,11A18,2016,Spring,1,1113,Precalculus,F2F,1,Quiz4,58,54,-4
1926,21C23,2016,Spring,1,1113,Precalculus,F2F,1,Test1,58,54,-4
2590,11C8,2016,Spring,1,192,,F2F,1,final,42,54,12
1835,21B19,2016,Spring,1,2470,,F2F,1,test4,42,54,12
2044,21B10,2016,Spring,1,1113,Precalculus,F2F,1,Quiz1,81,53,-28
1399,11A22,2016,Spring,1,1113,Precalculus,F2F,1,Quiz4,81,53,-28
1470,11A1,2016,Spring,1,1113,Precalculus,F2F,1,Test1,81,53,-28
1598,21B28,2016,Spring,1,111,,F2F,0,exam1,80,53,-27
2483,31A05,2016,Spring,1,192,,F2F,1,MIDTERM I,78,53,-25
1849,21C14,2016,Spring,1,192,CalculusII,F2F,0,Test2,77,53,-24
1781,21C7,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz6,75,53,-22
1719,21B17,2016,Spring,1,3650,Linear Algebra,F2F,0,Test3,75,53,-22
1662,21B4,2016,Spring,1,192,,F2F,1,Midterm III,62,53,-9
1834,21B5,2016,Spring,1,192,CalculusII,F2F,1,Test1,60,53,-7
2583,11C17,2016,Spring,1,192,,F2F,1,Final,60,53,-7
2466,31A15,2016,Spring,1,192,,F2F,0,MIDTERM I,50,53,3
1692,21C13,2016,Spring,1,2470,,F2F,0,test4,42,53,11
1497,21A2,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,93,52,-41
1794,21B6,2016,Spring,1,111,,F2F,0,exam1,84,52,-32
1851,21C16,2016,Spring,1,191,,F2F,0,final,80,52,-28
1494,21A7,2016,Spring,1,2204,,F2F,0,Test1,80,52,-28
1847,21B23,2016,Spring,1,192,,F2F,1,Midterm I,75,52,-23
1848,21C16,2016,Spring,1,192,,F2F,1,final,73,52,-21
1542,21B28,2016,Spring,1,111,,F2F,0,exam2 ,72,52,-20
1378,11B7,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,70,52,-18
1478,21A3,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,70,52,-18
1557,21B13,2016,Spring,1,1111,College Algebra,F2F,1,Quiz4,70,52,-18
1816,21B5,2016,Spring,1,1111,College Algebra,F2F,1,Quiz5,70,52,-18
1813,21C4,2016,Spring,1,1111,College Algebra,F2F,1,Test2,70,52,-18
2342,31B25,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,57,52,-5
2333,31A11,2016,Spring,1,1113,Precalculus,F2F,1,Quiz8,93,51,-42
2464,31B03,2016,Spring,1,111,,F2F,1,exam1,90,51,-39
1516,21A5,2016,Spring,1,1113,Precalculus,F2F,1,Quiz2,86,51,-35
1383,11A16,2016,Spring,1,1113,Precalculus,F2F,1,Quiz5,86,51,-35
1750,21C21,2016,Spring,1,1113,Precalculus,F2F,1,Test2,86,51,-35
1862,21B1,2016,Spring,1,1113,Precalculus,F2F,1,Quiz8,81,51,-30
1430,11A24,2016,Spring,1,192,,F2F,1,Midterm III,78,51,-27
1839,21C2,2016,Spring,1,1113,Precalculus,F2F,0,Quiz6,75,51,-24
1859,21B4,2016,Spring,1,1113,Precalculus,F2F,0,Test3,75,51,-24
1717,21B7,2016,Spring,1,1113,Precalculus,F2F,1,Quiz7,72,51,-21
1661,21C2,2016,Spring,1,1111,College Algebra,F2F,1,Quiz8,70,51,-19
1515,21A3,2016,Spring,1,1111,College Algebra,F2F,1,Final,70,51,-19
1589,21C2,2016,Spring,1,111,,F2F,1,exam1,67,51,-16
1359,11A7,2016,Spring,1,192,CalculusII,F2F,0,Quiz4,100,50,-50
2594,11C13,2016,Spring,1,192,CalculusII,F2F,1,Quiz5,100,50,-50
2420,31B08,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,100,50,-50
1788,21B26,2016,Spring,1,192,,F2F,0,quiz1,100,50,-50
1861,21B12,2016,Spring,1,192,,F2F,0,quiz1,100,50,-50
1527,21A6,2016,Spring,1,192,,F2F,0,quiz1,100,50,-50
1402,11B2,2016,Spring,1,192,,F2F,0,quiz1,100,50,-50
1716,21C5,2016,Spring,1,192,,F2F,1,quiz1,100,50,-50
1769,21B10,2016,Spring,1,192,,F2F,1,quiz1,100,50,-50
1531,21A7,2016,Spring,1,320,,F2F,0,quiz3,100,50,-50
2445,31A02,2016,Spring,1,320,,F2F,0,quiz3,100,50,-50
1349,11B11,2016,Spring,1,320,,F2F,1,quiz3,100,50,-50
1793,21B13,2016,Spring,1,320,,F2F,1,quiz3,100,50,-50
1838,21B7,2016,Spring,1,1120,,F2F,1,quiz4,100,50,-50
1774,21B9,2016,Spring,1,1120,,F2F,1,quiz4,100,50,-50
1832,21B28,2016,Spring,1,1120,,F2F,0,quiz5,100,50,-50
1809,21B3,2016,Spring,1,111,,F2F,1,exam1,90,50,-40
1493,21A3,2016,Spring,1,192,,F2F,0,Quiz 2,90,50,-40
1846,21B29,2016,Spring,1,320,,F2F,1,quiz2,90,50,-40
