SN,ID,Year,Semester,,CourseNumber,CourseName,CourseType,Gender,Asignment,StudentsGrade,InstructorsGrade,Difference
2369,31A14,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,78,74,-4
2457,31A16,2016,Spring,1,192,,F2F,1,final,76,74,-2
1611,21B3,2016,Spring,1,111,,F2F,1,exam2,75,74,-1
2095,21D10,2016,Spring,1,192,,F2F,0,Final,75,74,-1
2208,41A06,2016,Spring,1,192,,F2F,1,Midterm I,73,74,1
1578,21B25,2016,Spring,1,192,,F2F,0,Midterm III,68,74,6
2030,21B18,2016,Spring,1,192,,F2F,0,Midterm II,65,74,9
2086,21D6,2016,Spring,1,1111,College Algebra,F2F,0,Test1,55,74,19
2531,11C4,2016,Spring,1,1111,College Algebra,F2F,1,Quiz8,40,74,34
1329,11B3,2016,Spring,1,1111,College Algebra,F2F,1,Final,40,74,34
2077,21D16,2016,Spring,1,111,,F2F,1,exam2 ,90,73,-17
2201,41A11,2016,Spring,1,111,,F2F,0,exam1,89,73,-16
2526,11C13,2016,Spring,1,1113,Precalculus,F2F,1,Final,87,73,-14
2480,31A01,2016,Spring,1,192,,F2F,0,Final,86,73,-13
1420,11A6,2016,Spring,1,192,,F2F,1,Midterm III,85,73,-12
1421,11B7,2016,Spring,1,191,,F2F,0,exam3,83,73,-10
1422,11B9,2016,Spring,1,2470,,F2F,0,test4,83,73,-10
1522,21A5,2016,Spring,1,1113,Precalculus,F2F,0,Quiz7,81,73,-8
1742,21C4,2016,Spring,1,1113,Precalculus,F2F,0,Quiz6,79,73,-6
1686,21B27,2016,Spring,1,1113,Precalculus,F2F,0,Test3,79,73,-6
1687,21B8,2016,Spring,1,1111,College Algebra,F2F,0,Quiz8,77,73,-4
1714,21C18,2016,Spring,1,1111,College Algebra,F2F,0,Final,77,73,-4
1869,21B23,2016,Spring,1,192,,F2F,1,Midterm III,76,73,-3
2546,11C14,2016,Spring,1,192,CalculusII,F2F,1,Test2,75,73,-2
2547,11C2,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,75,73,-2
1891,21C16,2016,Spring,1,111,,F2F,1,exam2 ,73,73,0
1502,21A4,2016,Spring,1,192,CalculusII,F2F,0,Final,72,73,1
1682,21B2,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,70,73,3
1352,11B2,2016,Spring,1,1113,Precalculus,F2F,1,Quiz6,70,73,3
1347,11B11,2016,Spring,1,1113,Precalculus,F2F,1,Test3,70,73,3
1792,21C12,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,68,73,5
2511,11C22,2016,Spring,1,192,CalculusII,F2F,0,Test3,65,73,8
1818,21B21,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,60,73,13
2444,31B17,2016,Spring,1,1111,College Algebra,F2F,0,Quiz6,60,73,13
2506,31C01,2016,Spring,1,1111,College Algebra,F2F,0,Quiz7,60,73,13
2588,11C13,2016,Spring,1,1111,College Algebra,F2F,0,Test3,60,73,13
1371,11B6,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,50,73,23
1419,11B3,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,50,73,23
1465,11A19,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,50,73,23
1894,21C17,2016,Spring,1,1111,College Algebra,F2F,1,Test1,50,73,23
1394,11B13,2016,Spring,1,191,,F2F,1,exam3,100,72,-28
2545,11C15,2016,Spring,1,1113,Precalculus,F2F,1,Final,95,72,-23
1358,11B7,2016,Spring,1,191,,F2F,0,exam3,85,72,-13
2542,11C2,2016,Spring,1,192,CalculusII,F2F,0,Test3,85,72,-13
2543,11C19,2016,Spring,1,192,,F2F,1,Midterm I,85,72,-13
1344,11B6,2016,Spring,1,1111,College Algebra,F2F,0,Quiz1,84,72,-12
2537,11C20,2016,Spring,1,1111,College Algebra,F2F,1,Quiz1,84,72,-12
1449,11A6,2016,Spring,1,1111,College Algebra,F2F,0,Quiz2,84,72,-12
1629,21B29,2016,Spring,1,1111,College Algebra,F2F,1,Quiz2,84,72,-12
1627,21B27,2016,Spring,1,1111,College Algebra,F2F,0,Quiz3,84,72,-12
2530,11C10,2016,Spring,1,1111,College Algebra,F2F,1,Quiz3,84,72,-12
1418,11B17,2016,Spring,1,1111,College Algebra,F2F,0,Test1,84,72,-12
1807,21C24,2016,Spring,1,1111,College Algebra,F2F,1,Test1,84,72,-12
1828,21C24,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,83,72,-11
1873,21C16,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,83,72,-11
1874,21C7,2016,Spring,1,1113,Precalculus,F2F,0,Test1,83,72,-11
1417,11A5,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,82,72,-10
1649,21C9,2016,Spring,1,1113,Precalculus,F2F,0,Quiz3,80,72,-8
1365,11B12,2016,Spring,1,2204,,F2F,1,Test1,80,72,-8
1459,11B7,2016,Spring,1,111,,F2F,0,exam2 ,75,72,-3
1501,21A3,2016,Spring,1,192,CalculusII,F2F,0,Test2,73,72,-1
1681,21C25,2016,Spring,1,192,,F2F,0,Medterm II,73,72,-1
1708,21C24,2016,Spring,1,2470,,F2F,1,test4,73,72,-1
1762,21B29,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz8,72,72,0
2475,31B04,2016,Spring,1,192,,F2F,1,FINAL,70,72,2
2476,31B13,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,64,72,8
1565,21B16,2016,Spring,1,1111,College Algebra,F2F,0,Quiz8,60,72,12
1675,21C4,2016,Spring,1,1111,College Algebra,F2F,0,Final,60,72,12
1628,21B14,2016,Spring,1,111,,F2F,1,exam2 ,100,71,-29
1666,21B25,2016,Spring,1,192,,F2F,0,Midterm I,100,71,-29
2426,31B09,2016,Spring,1,192,,F2F,1,Midterm II,95,71,-24
2470,31A11,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz7,86,71,-15
2465,31B23,2016,Spring,1,192,,F2F,0,final,82,71,-11
2524,11C16,2016,Spring,1,192,,F2F,1,MIDTERM I,80,71,-9
1416,11A16,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,80,71,-9
1868,21C21,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,80,71,-9
1461,11A1,2016,Spring,1,1111,College Algebra,F2F,0,Quiz6,80,71,-9
1711,21B21,2016,Spring,1,1111,College Algebra,F2F,0,Quiz7,80,71,-9
1709,21C10,2016,Spring,1,1111,College Algebra,F2F,0,Test2,80,71,-9
1384,11A12,2016,Spring,1,1111,College Algebra,F2F,0,Test3,80,71,-9
1646,21C15,2016,Spring,1,2204,,F2F,0,test3,80,71,-9
1691,21C24,2016,Spring,1,111,,F2F,0,exam2 ,77,71,-6
2577,11C7,2016,Spring,1,1113,Precalculus,F2F,1,Quiz2,77,71,-6
1735,21B26,2016,Spring,1,1113,Precalculus,F2F,1,Quiz5,77,71,-6
2536,11C5,2016,Spring,1,1113,Precalculus,F2F,1,Test2,77,71,-6
2571,11C8,2016,Spring,1,192,,F2F,1,final,76,71,-5
1882,21B24,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,76,71,-5
1752,21B29,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,76,71,-5
1521,21A4,2016,Spring,1,1111,College Algebra,F2F,0,Test2,76,71,-5
1915,21C11,2016,Spring,1,192,,F2F,1,final,74,71,-3
1947,21C20,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz1,74,71,-3
2012,21B7,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz4,74,71,-3
2013,21B8,2016,Spring,1,3650,Linear Algebra,F2F,1,Test1,74,71,-3
2014,21B10,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz1,73,71,-2
2015,21B15,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz4,73,71,-2
2106,21D3,2016,Spring,1,3650,Linear Algebra,F2F,1,Test1,73,71,-2
2171,21D14,2016,Spring,1,2470,,F2F,1,test3,71,71,0
2187,21D12,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,71,71,0
2188,21D13,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,68,71,3
2211,41A04,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,68,71,3
2212,41A02,2016,Spring,1,192,,F2F,1,Final,53,71,18
2213,41A07,2016,Spring,1,192,CalculusII,F2F,1,Quiz3,100,70,-30
2214,41A08,2016,Spring,1,192,CalculusII,F2F,1,Quiz4,100,70,-30
2215,41A11,2016,Spring,1,192,CalculusII,F2F,0,Quiz4,100,70,-30
2299,41A35,2016,Spring,1,192,CalculusII,F2F,1,Quiz4,100,70,-30
2300,41A28,2016,Spring,1,192,CalculusII,F2F,0,Quiz4,100,70,-30
2301,41A25,2016,Spring,1,192,CalculusII,F2F,1,Quiz4,100,70,-30
2302,41A29,2016,Spring,1,192,CalculusII,F2F,1,Quiz8,100,70,-30
2367,31B05,2016,Spring,1,192,,F2F,0,Quiz 1,100,70,-30
2368,31B18,2016,Spring,1,192,,F2F,0,Quiz 1,100,70,-30
2405,31B24,2016,Spring,1,192,,F2F,0,Quiz 2,100,70,-30
2406,31B14,2016,Spring,1,192,,F2F,1,Quiz 2,100,70,-30
2411,31B09,2016,Spring,1,192,,F2F,0,Quiz 3,100,70,-30
2455,31A11,2016,Spring,1,192,,F2F,1,Quiz 3,100,70,-30
2456,31A10,2016,Spring,1,192,,F2F,1,quiz1,100,70,-30
1650,21C24,2016,Spring,1,192,,F2F,1,quiz1,100,70,-30
1387,11A8,2016,Spring,1,320,,F2F,1,quiz2,100,70,-30
1513,21A1,2016,Spring,1,320,,F2F,0,quiz3,100,70,-30
1710,21C10,2016,Spring,1,320,,F2F,0,quiz3,100,70,-30
1723,21C19,2016,Spring,1,320,,F2F,0,quiz3,100,70,-30
2477,31A01,2016,Spring,1,1120,,F2F,0,quiz5,100,70,-30
1739,21C10,2016,Spring,1,1120,,F2F,0,quiz5,100,70,-30
1707,21B27,2016,Spring,1,1120,,F2F,1,quiz5,100,70,-30
1751,21B22,2016,Spring,1,2204,,F2F,1,quiz6,100,70,-30
1799,21C20,2016,Spring,1,2204,,F2F,1,quiz6,100,70,-30
1800,21B19,2016,Spring,1,111,,F2F,1,exam1,98,70,-28
1958,21C12,2016,Spring,1,192,CalculusII,F2F,0,Quiz2,95,70,-25
1970,21C12,2016,Spring,1,192,,F2F,0,Quiz 2,95,70,-25
1996,21C14,2016,Spring,1,191,,F2F,1,exam3,94,70,-24
2206,41A06,2016,Spring,1,111,,F2F,0,exam2 ,92,70,-22
2207,41A01,2016,Spring,1,191,,F2F,1,exam3,90,70,-20
2287,41A34,2016,Spring,1,192,,F2F,1,quiz1,90,70,-20
2288,41A30,2016,Spring,1,320,,F2F,1,quiz2,90,70,-20
2289,41A31,2016,Spring,1,1120,,F2F,1,quiz5,90,70,-20
2326,31A12,2016,Spring,1,2204,,F2F,0,quiz6,90,70,-20
1406,11A9,2016,Spring,1,2204,,F2F,1,quiz6,90,70,-20
2514,11C14,2016,Spring,1,2204,,F2F,0,quiz6,90,70,-20
1642,21B28,2016,Spring,1,192,,F2F,1,Midterm III,87,70,-17
1380,11A26,2016,Spring,1,192,,F2F,1,final,86,70,-16
1843,21C17,2016,Spring,1,2204,,F2F,1,TEST I,84,70,-14
1902,21C3,2016,Spring,1,192,,F2F,1,final,83,70,-13
1990,21C15,2016,Spring,1,1113,Precalculus,F2F,0,Quiz3,83,70,-13
1991,21C23,2016,Spring,1,1113,Precalculus,F2F,1,Quiz3,83,70,-13
2193,21D16,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,83,70,-13
2205,41A06,2016,Spring,1,1113,Precalculus,F2F,0,Quiz2,82,70,-12
2281,41A14,2016,Spring,1,1113,Precalculus,F2F,0,Quiz5,82,70,-12
2282,41A25,2016,Spring,1,1113,Precalculus,F2F,0,Test2,82,70,-12
2283,41A34,2016,Spring,1,192,,F2F,0,MIDTERM I,80,70,-10
2591,11C20,2016,Spring,1,192,,F2F,0,Quiz 2,80,70,-10
1377,11A20,2016,Spring,1,192,,F2F,1,Quiz 3,80,70,-10
2589,11C13,2016,Spring,1,192,,F2F,1,quiz1,80,70,-10
2202,41A12,2016,Spring,1,320,,F2F,0,quiz3,80,70,-10
1620,21B24,2016,Spring,1,1101,,F2F,1,quiz4,80,70,-10
1695,21B24,2016,Spring,1,1120,,F2F,1,quiz4,80,70,-10
1954,21C18,2016,Spring,1,1120,,F2F,1,quiz4,80,70,-10
2191,21D16,2016,Spring,1,2204,,F2F,1,quiz6,80,70,-10
2279,41A13,2016,Spring,1,2204,,F2F,1,quiz7,80,70,-10
2280,41A34,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz7,80,70,-10
1693,21C22,2016,Spring,1,191,,F2F,1,exam3,79,70,-9
1901,21C17,2016,Spring,1,1113,Precalculus,F2F,1,Quiz1,79,70,-9
1953,21C18,2016,Spring,1,1113,Precalculus,F2F,1,Quiz4,79,70,-9
2340,31B11,2016,Spring,1,1113,Precalculus,F2F,1,Test1,79,70,-9
2425,31B11,2016,Spring,1,192,,F2F,1,final,78,70,-8
2122,21D11,2016,Spring,1,192,,F2F,1,final,77,70,-7
2396,31A19,2016,Spring,1,192,,F2F,1,Midterm I,76,70,-6
1613,21B10,2016,Spring,1,192,CalculusII,F2F,0,Test3,75,70,-5
1806,21C4,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz3,75,70,-5
1944,21C23,2016,Spring,1,192,CalculusII,F2F,0,Test1,72,70,-2
1945,21B18,2016,Spring,1,192,CalculusII,F2F,0,Quiz6,70,70,0
1946,21B15,2016,Spring,1,192,,F2F,0,final,70,70,0
2054,21C18,2016,Spring,1,192,,F2F,1,final,70,70,0
2055,21C21,2016,Spring,1,192,,F2F,1,Quiz 2,70,70,0
2056,21C1,2016,Spring,1,192,,F2F,1,quiz1,70,70,0
2057,21C7,2016,Spring,1,320,,F2F,1,quiz3,70,70,0
1592,21B5,2016,Spring,1,320,,F2F,1,quiz3,70,70,0
1412,11A17,2016,Spring,1,2204,,F2F,0,quiz6,70,70,0
1866,21C10,2016,Spring,1,2204,,F2F,1,quiz6,70,70,0
1932,21C11,2016,Spring,1,2204,,F2F,1,test2,70,70,0
2049,21C11,2016,Spring,1,3650,Linear Algebra,F2F,0,Final,70,70,0
2050,21C18,2016,Spring,1,2204,,F2F,1,test3,69,70,1
1581,21B14,2016,Spring,1,192,,F2F,1,Midterm I,68,70,2
1455,11A21,2016,Spring,1,1113,Precalculus,F2F,0,Quiz2,62,70,8
1456,11B9,2016,Spring,1,1113,Precalculus,F2F,0,Quiz5,62,70,8
1820,21C26,2016,Spring,1,1113,Precalculus,F2F,0,Test2,62,70,8
1568,21C21,2016,Spring,1,2470,,F2F,0,test4,61,70,9
1786,21B7,2016,Spring,1,192,CalculusII,F2F,0,Quiz2,60,70,10
1924,21C15,2016,Spring,1,192,,F2F,0,quiz1,60,70,10
1438,11B17,2016,Spring,1,1113,Precalculus,F2F,1,Quiz2,60,70,10
1595,21B13,2016,Spring,1,1113,Precalculus,F2F,1,Quiz5,60,70,10
1688,21C3,2016,Spring,1,1113,Precalculus,F2F,1,Test2,60,70,10
1827,21C13,2016,Spring,1,1120,,F2F,0,quiz5,60,70,10
1871,21B19,2016,Spring,1,2204,,F2F,0,quiz6,60,70,10
1503,21A4,2016,Spring,1,2204,,F2F,1,quiz6,60,70,10
2575,11C18,2016,Spring,1,192,,F2F,1,Final,58,70,12
1702,21B21,2016,Spring,1,2470,,F2F,1,test4,56,70,14
1541,21A7,2016,Spring,1,111,,F2F,1,exam2 ,50,70,20
1563,21B16,2016,Spring,1,192,CalculusII,F2F,1,Quiz2,50,70,20
1674,21B5,2016,Spring,1,192,CalculusII,F2F,0,Quiz6,50,70,20
1785,21C20,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,50,70,20
2503,31C04,2016,Spring,1,192,CalculusII,F2F,0,Quiz6,50,70,20
2504,31C03,2016,Spring,1,192,CalculusII,F2F,0,Quiz8,50,70,20
2505,31C04,2016,Spring,1,192,,F2F,0,final,50,70,20
2493,31A16,2016,Spring,1,192,,F2F,1,quiz1,50,70,20
1326,11B10,2016,Spring,1,320,,F2F,1,quiz3,50,70,20
1896,21C13,2016,Spring,1,1120,,F2F,0,quiz4,50,70,20
1511,21A6,2016,Spring,1,1120,,F2F,0,quiz5,50,70,20
1648,21B3,2016,Spring,1,192,CalculusII,F2F,1,Test2,90,69,-21
1610,21B28,2016,Spring,1,111,,F2F,0,exam1,87,69,-18
1645,21B5,2016,Spring,1,111,,F2F,0,exam2,85,69,-16
1706,21C9,2016,Spring,1,111,,F2F,1,exam2,85,69,-16
1798,21B18,2016,Spring,1,192,,F2F,1,Midterm II,85,69,-16
2541,11C21,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz7,81,69,-12
1644,21C25,2016,Spring,1,192,,F2F,1,Midterm II,80,69,-11
1575,21C18,2016,Spring,1,1113,Precalculus,F2F,1,Quiz6,80,69,-11
1404,11A26,2016,Spring,1,1113,Precalculus,F2F,1,Test3,80,69,-11
2534,11C25,2016,Spring,1,1113,Precalculus,F2F,1,Final,80,69,-11
2535,11C11,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,79,69,-10
1539,21A5,2016,Spring,1,1113,Precalculus,F2F,0,Quiz7,77,69,-8
1425,11A24,2016,Spring,1,111,,F2F,0,exam2,76,69,-7
2469,31A02,2016,Spring,1,192,CalculusII,F2F,0,Test3,74,69,-5
1804,21C23,2016,Spring,1,192,,F2F,1,final,74,69,-5
1584,21B8,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,74,69,-5
1705,21C17,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,74,69,-5
1797,21C3,2016,Spring,1,192,CalculusII,F2F,1,Test2,70,69,-1
2540,11C6,2016,Spring,1,111,,F2F,1,exam1,100,68,-32
1530,21A6,2016,Spring,1,191,,F2F,1,exam3,100,68,-32
1703,21B8,2016,Spring,1,111,,F2F,1,exam1,94,68,-26
1640,21B9,2016,Spring,1,1113,Precalculus,F2F,1,Final,94,68,-26
1860,21C18,2016,Spring,1,111,,F2F,1,exam1,85,68,-17
1450,11A19,2016,Spring,1,192,CalculusII,F2F,0,Test3,85,68,-17
2502,31C02,2016,Spring,1,1113,Precalculus,F2F,1,Quiz7,85,68,-17
1872,21C1,2016,Spring,1,192,,F2F,0,final,82,68,-14
2210,41A04,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,80,68,-12
1463,11B15,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,80,68,-12
2518,11C22,2016,Spring,1,1113,Precalculus,F2F,0,Test1,80,68,-12
1586,21B17,2016,Spring,1,2204,,F2F,0,Test1,80,68,-12
1763,21C1,2016,Spring,1,2204,,F2F,1,Test1,80,68,-12
1434,11A16,2016,Spring,1,1111,College Algebra,F2F,1,Test1,75,68,-7
1701,21B18,2016,Spring,1,192,,F2F,0,final,74,68,-6
1736,21B9,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz7,73,68,-5
1567,21B13,2016,Spring,1,191,,F2F,0,exam3,66,68,2
1749,21B20,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,60,68,8
2532,11C5,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,60,68,8
2533,11C22,2016,Spring,1,1111,College Algebra,F2F,0,Test2,60,68,8
2587,11C17,2016,Spring,1,192,CalculusII,F2F,1,Test1,57,68,11
1396,11B12,2016,Spring,1,192,CalculusII,F2F,1,Final,55,68,13
2454,31B22,2016,Spring,1,2204,,F2F,1,test2,95,67.5,-27.5
1536,21A4,2016,Spring,1,192,,F2F,0,Quiz1,90,67,-23
1583,21C8,2016,Spring,1,1111,College Algebra,F2F,0,Quiz4,90,67,-23
1411,11A22,2016,Spring,1,1111,College Algebra,F2F,0,Quiz5,90,67,-23
1679,21C21,2016,Spring,1,1111,College Algebra,F2F,0,Test2,90,67,-23
1680,21C25,2016,Spring,1,192,,F2F,1,Final,88,67,-21
1852,21C3,2016,Spring,1,192,CalculusII,F2F,1,Test3,85,67,-18
1580,21B4,2016,Spring,1,191,,F2F,0,exam3,83,67,-16
1495,21A6,2016,Spring,1,192,,F2F,1,Midterm II,83,67,-16
1704,21C11,2016,Spring,1,1111,College Algebra,F2F,1,Test1,82,67,-15
1890,21C6,2016,Spring,1,111,,F2F,1,exam1,81,67,-14
2474,31A14,2016,Spring,1,192,,F2F,1,Quiz 2,80,67,-13
1433,11B14,2016,Spring,1,2470,,F2F,1,test4,78,67,-11
1791,21B22,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,73,67,-6
1886,21B22,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,73,67,-6
1566,21C24,2016,Spring,1,192,,F2F,0,Midterm II,70,67,-3
2572,11C19,2016,Spring,1,192,,F2F,0,Quiz1,70,67,-3
1842,21B5,2016,Spring,1,111,,F2F,0,exam2,67,67,0
1427,11A8,2016,Spring,1,192,CalculusII,F2F,0,Test2,63,67,4
1858,21B4,2016,Spring,1,1113,Precalculus,F2F,1,Quiz8,61,67,6
1669,21C7,2016,Spring,1,111,,F2F,0,exam3,60,67,7
2580,11C19,2016,Spring,1,192,,F2F,1,final,58,67,9
1514,21A6,2016,Spring,1,1111,College Algebra,F2F,0,Quiz8,53,67,14
1724,21B14,2016,Spring,1,1111,College Algebra,F2F,0,Final,53,67,14
1415,11B16,2016,Spring,1,2204,,F2F,0,test3,50,67,17
1764,21B6,2016,Spring,1,1113,Precalculus,F2F,1,Final,90,66,-24
1796,21C9,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz6,90,66,-24
2447,31A07,2016,Spring,1,3650,Linear Algebra,F2F,1,Test3,90,66,-24
1889,21C14,2016,Spring,1,192,,F2F,1,Midterm II,85,66,-19
1543,21B17,2016,Spring,1,1113,Precalculus,F2F,0,Quiz6,85,66,-19
1452,11A14,2016,Spring,1,1113,Precalculus,F2F,0,Quiz8,85,66,-19
1451,11A23,2016,Spring,1,1113,Precalculus,F2F,0,Test3,85,66,-19
1638,21B17,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz2,83,66,-17
1604,21B17,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz5,83,66,-17
2443,31B15,2016,Spring,1,3650,Linear Algebra,F2F,1,Test2,83,66,-17
2501,31C02,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,82,66,-16
2570,11C12,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,82,66,-16
1426,11A25,2016,Spring,1,1113,Precalculus,F2F,0,Test1,82,66,-16
2494,31A16,2016,Spring,1,192,,F2F,1,MIDTERM I,80,66,-14
1327,11B8,2016,Spring,1,1113,Precalculus,F2F,1,Quiz7,75,66,-9
1732,21B11,2016,Spring,1,192,CalculusII,F2F,0,Final,73,66,-7
1325,11A17,2016,Spring,1,192,,F2F,1,Final,72,66,-6
2491,31B23,2016,Spring,1,192,,F2F,0,FINAL,70,66,-4
1594,21B24,2016,Spring,1,192,,F2F,0,Midterm II,70,66,-4
1895,21B1,2016,Spring,1,1111,College Algebra,F2F,0,Quiz6,66,66,0
1756,21B18,2016,Spring,1,1111,College Algebra,F2F,0,Quiz7,66,66,0
1436,11A15,2016,Spring,1,1111,College Algebra,F2F,0,Test3,66,66,0
1684,21B9,2016,Spring,1,2470,,F2F,1,test4,58,66,8
1685,21C4,2016,Spring,1,192,CalculusII,F2F,0,Final,47,66,19
1765,21B16,2016,Spring,1,2204,,F2F,0,test2,65,65.5,0.5
1755,21C17,2016,Spring,1,192,CalculusII,F2F,1,Quiz3,100,65,-35
1507,21A2,2016,Spring,1,192,,F2F,1,FINAL,91,65,-26
1795,21B18,2016,Spring,1,191,,F2F,0,exam3,90,65,-25
1824,21C2,2016,Spring,1,192,CalculusII,F2F,0,Quiz4,90,65,-25
1544,21B8,2016,Spring,1,192,CalculusII,F2F,1,Quiz8,90,65,-25
1700,21C15,2016,Spring,1,192,,F2F,0,Midterm I,90,65,-25
2538,11C15,2016,Spring,1,192,,F2F,0,Midterm II,90,65,-25
1570,21B3,2016,Spring,1,191,,F2F,1,exam3,88,65,-23
1485,21A2,2016,Spring,1,192,,F2F,0,Midterm II,85,65,-20
1634,21C9,2016,Spring,1,192,,F2F,0,Midterm II,85,65,-20
1673,21C10,2016,Spring,1,192,,F2F,0,final,83,65,-18
1555,21B11,2016,Spring,1,111,,F2F,0,exam1,80,65,-15
1665,21B3,2016,Spring,1,1113,Precalculus,F2F,1,Quiz6,80,65,-15
1775,21C13,2016,Spring,1,1113,Precalculus,F2F,1,Test3,80,65,-15
2586,11C7,2016,Spring,1,1113,Precalculus,F2F,0,Quiz2,78,65,-13
1743,21B16,2016,Spring,1,1113,Precalculus,F2F,0,Quiz5,78,65,-13
1803,21C8,2016,Spring,1,1113,Precalculus,F2F,0,Test2,78,65,-13
1802,21B1,2016,Spring,1,191,,F2F,1,exam3,75,65,-10
1357,11B3,2016,Spring,1,192,,F2F,0,final,75,65,-10
1865,21C10,2016,Spring,1,192,,F2F,1,Midterm I,75,65,-10
1643,21B9,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz1,75,65,-10
1720,21C23,2016,Spring,1,3650,Linear Algebra,F2F,0,Quiz4,75,65,-10
1637,21C5,2016,Spring,1,3650,Linear Algebra,F2F,0,Test1,75,65,-10
2442,31B04,2016,Spring,1,192,CalculusII,F2F,1,Test2,72,65,-7
1718,21B21,2016,Spring,1,192,CalculusII,F2F,1,Final,71,65,-6
2471,31A18,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,70,65,-5
1370,11B19,2016,Spring,1,192,,F2F,0,Midterm I,70,65,-5
1899,21B9,2016,Spring,1,1111,College Algebra,F2F,1,Quiz8,70,65,-5
1911,21B18,2016,Spring,1,1111,College Algebra,F2F,1,Final,70,65,-5
1912,21C4,2016,Spring,1,2204,,F2F,0,quiz6,70,65,-5
1913,21C20,2016,Spring,1,192,CalculusII,F2F,1,Quiz6,50,65,15
1914,21B24,2016,Spring,1,2204,,F2F,1,quiz6,50,65,15
1941,21C19,2016,Spring,1,2204,,F2F,1,test2,60,64.5,4.5
1942,21C5,2016,Spring,1,191,,F2F,1,exam3,100,64,-36
1943,21C13,2016,Spring,1,111,,F2F,1,exam1,90,64,-26
1962,21B19,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz8,89,64,-25
1972,21C18,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz8,88,64,-24
2009,21B15,2016,Spring,1,1113,Precalculus,F2F,0,Quiz2,87,64,-23
2010,21B23,2016,Spring,1,1113,Precalculus,F2F,0,Quiz5,87,64,-23
2011,21B29,2016,Spring,1,1113,Precalculus,F2F,0,Test2,87,64,-23
2066,21C21,2016,Spring,1,1113,Precalculus,F2F,0,Quiz1,86,64,-22
2103,21D11,2016,Spring,1,1113,Precalculus,F2F,0,Quiz4,86,64,-22
2104,21D7,2016,Spring,1,1113,Precalculus,F2F,0,Test1,86,64,-22
2105,21D8,2016,Spring,1,192,,F2F,1,Medterm I,85,64,-21
2168,21D2,2016,Spring,1,192,,F2F,1,Midterm II,85,64,-21
2169,21D14,2016,Spring,1,1113,Precalculus,F2F,0,Quiz6,85,64,-21
2170,21D2,2016,Spring,1,1113,Precalculus,F2F,0,Test3,85,64,-21
2209,41A09,2016,Spring,1,111,,F2F,1,exam2,84,64,-20
2298,41A29,2016,Spring,1,1113,Precalculus,F2F,0,Quiz7,84,64,-20
2366,31B13,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz1,81,64,-17
2399,31B01,2016,Spring,1,3650,Linear Algebra,F2F,1,Quiz3,81,64,-17
