SN,ID,Year,Semester,CourseLevel,CourseType,Gender,Asignment,StudentsGrade,InstructorsGrade,Difference,Behavior,,,
262,13C5,2016,2,1,F2F,0,Quiz2,80,96,16,0,,,
922,13C5,2016,2,1,F2F,0,Quiz4,80,96,16,0,,,
854,13C3,2016,2,1,F2F,0,Quiz5,80,96,16,0,,,
1294,13C3,2016,2,1,F2F,0,Test2,80,96,16,0,,,
86,13C6,2016,2,1,F2F,0,Quiz4,70,86,16,0,,,
196,13C6,2016,2,1,F2F,0,Quiz5,70,86,16,0,,,
306,13C6,2016,2,1,F2F,0,Test2,70,86,16,0,,,
928,13D21,2016,2,1,F2F,1,Quiz1,80,96,16,0,,,
887,23B13,2016,2,1,F2F,1,Quiz4,80,96,16,0,,,
600,13B23,2016,2,1,F2F,1,Quiz6,80,96,16,0,,,
602,13B6,2016,2,1,F2F,1,Test1,80,96,16,0,,,
1150,13B23,2016,2,1,F2F,1,Test3,80,96,16,0,,,
210,23B16,2016,2,1,F2F,1,Quiz8,75,92,17,0,,,
1179,13A1,2016,2,1,F2F,1,exam1,70,88,18,0,,,
365,13D12,2016,2,1,F2F,0,Quiz8,80,98,18,0,,,
475,13D12,2016,2,1,F2F,0,Final,80,98,18,0,,,
163,13B11,2016,2,1,F2F,0,Quiz2,82,100,18,0,,,
493,13B11,2016,2,1,F2F,0,Quiz5,82,100,18,0,,,
1043,13B11,2016,2,1,F2F,0,Test2,82,100,18,0,,,
214,13C16,2016,2,1,F2F,1,Quiz2,64,82,18,0,,,
324,13C16,2016,2,1,F2F,1,Quiz5,64,82,18,0,,,
984,13C16,2016,2,1,F2F,1,Test2,64,82,18,0,,,
1125,13D11,2016,2,1,F2F,0,Test1,75,94,19,0,,,
553,23A12,2016,2,1,F2F,0,Quiz8,70,89,19,0,,,
563,23B2,2016,2,1,F2F,0,Test1,70,89,19,0,,,
587,23B4,2016,2,1,F2F,0,Final,70,89,19,0,,,
191,13A9,2016,2,1,F2F,0,Quiz8,68,87,19,0,,,
521,13A9,2016,2,1,F2F,0,Final,68,87,19,0,,,
2086,21D6,2016,1,1,F2F,0,Test1,55,74,19,0,,,
1217,23B13,2016,2,1,F2F,0,exam1,75,95,20,0,,,
1071,13A9,2016,2,1,F2F,1,exam2,67,87,20,0,,,
2196,41A03,2016,1,1,F2F,0,exam3,60,80,20,0,,,
1541,21A7,2016,1,1,F2F,1,exam2 ,50,70,20,0,,,
249,13B18,2016,2,1,F2F,0,Quiz6,80,100,20,0,,,
358,13B22,2016,2,1,F2F,0,Quiz7,80,100,20,0,,,
908,13B22,2016,2,1,F2F,0,Test3,80,100,20,0,,,
2218,41A02,2016,1,1,F2F,1,Quiz6,60,80,20,0,,,
2219,41A09,2016,1,1,F2F,1,Quiz7,60,80,20,0,,,
2220,41A02,2016,1,1,F2F,1,Test3,60,80,20,0,,,
627,13A13,2016,2,1,F2F,1,Quiz8,69,89,20,0,,,
1471,11A2,2016,1,1,F2F,0,Quiz7,42,62,20,0,,,
802,13D20,2016,2,1,F2F,0,quiz5,80,100,20,0,,,
1242,13D20,2016,2,1,F2F,1,quiz5,80,100,20,0,,,
636,13C6,2016,2,1,F2F,1,quiz5,70,90,20,0,,,
746,13C6,2016,2,1,F2F,1,quiz5,70,90,20,0,,,
1896,21C13,2016,1,1,F2F,0,quiz4,50,70,20,0,,,
1511,21A6,2016,1,1,F2F,0,quiz5,50,70,20,0,,,
784,13A7,2016,2,1,F2F,0,Quiz3,70,91,21,0,,,
63,13C13,2016,2,1,F2F,0,Quiz6,70,91,21,0,,,
173,13C13,2016,2,1,F2F,0,Quiz7,70,91,21,0,,,
283,13C13,2016,2,1,F2F,0,Test3,70,91,21,0,,,
81,13A9,2016,2,1,F2F,0,Test1,65,87,22,0,,,
1094,13C16,2016,2,1,F2F,1,Quiz8,68,90,22,0,,,
1283,13C20,2016,2,1,F2F,0,Quiz3,60,83,23,0,,,
333,23A12,2016,2,1,F2F,0,Quiz6,60,83,23,0,,,
446,23A19,2016,2,1,F2F,0,Quiz7,60,83,23,0,,,
559,23A3,2016,2,1,F2F,0,Test3,60,83,23,0,,,
1371,11B6,2016,1,1,F2F,1,Quiz1,50,73,23,0,,,
1419,11B3,2016,1,1,F2F,1,Quiz2,50,73,23,0,,,
1465,11A19,2016,1,1,F2F,1,Quiz3,50,73,23,0,,,
1894,21C17,2016,1,1,F2F,1,Test1,50,73,23,0,,,
513,13C20,2016,2,1,F2F,1,Quiz8,60,84,24,0,,,
1063,13C20,2016,2,1,F2F,1,Final,60,84,24,0,,,
1143,13B19,2016,2,1,F2F,0,quiz4,70,95,25,0,,,
595,13B5,2016,2,1,F2F,0,Quiz6,70,95,25,0,,,
1145,13B5,2016,2,1,F2F,0,Quiz7,70,95,25,0,,,
272,13B6,2016,2,1,F2F,0,Test3,70,95,25,0,,,
1356,11A18,2016,1,1,F2F,0,Quiz1,50,75,25,0,,,
1413,11A20,2016,1,1,F2F,0,Quiz2,50,75,25,0,,,
2544,11C8,2016,1,1,F2F,0,Quiz4,50,75,25,0,,,
2539,11C4,2016,1,1,F2F,0,Quiz5,50,75,25,0,,,
1336,11B2,2016,1,1,F2F,0,Test2,50,75,25,0,,,
474,13B26,2016,2,1,F2F,0,Quiz8,72,97,25,0,,,
1652,21C25,2016,1,1,F2F,0,Quiz1,50,76,26,0,,,
2460,31A11,2016,1,1,F2F,0,Quiz2,50,76,26,0,,,
1715,21C1,2016,1,1,F2F,0,Quiz3,50,76,26,0,,,
1870,21C5,2016,1,1,F2F,0,Test1,50,76,26,0,,,
1345,11A4,2016,1,1,F2F,0,Quiz6,50,77,27,0,,,
2285,41A24,2016,1,1,F2F,0,Quiz7,50,77,27,0,,,
2512,11C9,2016,1,1,F2F,0,Test3,50,77,27,0,,,
360,13C21,2016,2,1,F2F,0,Quiz6,70,100,30,0,,,
470,13C21,2016,2,1,F2F,0,Quiz7,70,100,30,0,,,
1020,13C21,2016,2,1,F2F,0,Test3,70,100,30,0,,,
792,13A30,2016,2,1,F2F,0,Quiz1,66,96,30,0,,,
270,13B23,2016,2,1,F2F,0,Quiz2,66,96,30,0,,,
787,13B24,2016,2,1,F2F,0,Quiz4,66,96,30,0,,,
579,13B18,2016,2,1,F2F,0,Quiz5,66,96,30,0,,,
1129,13B18,2016,2,1,F2F,0,Test2,66,96,30,0,,,
2531,11C4,2016,1,1,F2F,1,Quiz8,40,74,34,0,,,
1329,11B3,2016,1,1,F2F,1,Final,40,74,34,0,,,
505,13C7,2016,2,1,F2F,0,Quiz6,54,90,36,0,,,
1055,13C7,2016,2,1,F2F,0,Quiz7,54,90,36,0,,,
75,13B1,2016,2,1,F2F,0,Test3,54,90,36,0,,,
695,13D12,2016,2,1,F2F,0,Test1,61,98,37,0,,,
1224,13A7,2016,2,1,F2F,1,quiz4,60,100,40,0,,,
813,13B19,2016,2,1,F2F,1,quiz5,60,100,40,0,,,
1014,13A26,2016,2,1,F2F,0,Quiz3,55,99,44,0,,,
159,13B4,2016,2,1,F2F,0,Quiz6,55,99,44,0,,,
489,13B4,2016,2,1,F2F,0,Quiz7,55,99,44,0,,,
1039,13B4,2016,2,1,F2F,0,Test3,55,99,44,0,,,
197,13B17,2016,2,1,F2F,0,Quiz3,39,88,49,0,,,
527,13B17,2016,2,1,F2F,0,Quiz6,39,88,49,0,,,
1077,13B17,2016,2,1,F2F,0,Quiz7,39,88,49,0,,,
79,13A1,2016,2,1,F2F,0,Test3,39,88,49,0,,,
1134,13B26,2016,2,1,F2F,1,quiz4,50,100,50,0,,,
1312,13B10,2016,2,1,F2F,1,quiz4,40,100,60,0,,,
2099,21D9,2016,1,2,F2F,0,quiz2,100,20,-80,1,,,
2182,21D7,2016,1,2,F2F,1,Quiz8,100,30,-70,1,,1,2
1975,21B1,2016,1,2,F2F,1,quiz2,100,30,-70,1,Course,Lower,Upper
2129,21D13,2016,1,2,F2F,1,quiz2,100,30,-70,1,,1,2
2180,21D17,2016,1,2,F2F,1,quiz3,100,30,-70,1,Behavior,Underestimate,Over Estimate
2423,31B03,2016,1,2,F2F,1,quiz6,100,30,-70,1,Gender,Female,Male
2074,21D14,2016,1,2,F2F,0,Quiz8,100,40,-60,1,,1,2
2075,21D12,2016,1,2,F2F,0,quiz1,100,40,-60,1,,,
2137,21D6,2016,1,2,F2F,1,quiz1,100,40,-60,1,,,
1670,21B20,2016,1,2,F2F,0,Final,80,20,-60,1,,,
1973,21B1,2016,1,2,F2F,1,quiz2,90,30,-60,1,,,
2138,21D8,2016,1,2,F2F,0,quiz6,100,40,-60,1,,,
1446,11B10,2016,1,2,F2F,1,quiz6,90,30,-60,1,,,
2346,31A12,2016,1,2,F2F,1,quiz6,80,20,-60,1,,,
1770,21C12,2016,1,2,F2F,0,FINAL,80,24,-56,1,,,
1469,11A23,2016,1,2,F2F,1,FINAL,90,38,-52,1,,,
1658,21B27,2016,1,2,F2F,0,Midterm I,75,23,-52,1,,,
1881,21B25,2016,1,2,F2F,0,Midterm III,70,18,-52,1,,,
2064,21C3,2016,1,2,F2F,1,exam3,93,43,-50,1,,,
1359,11A7,2016,1,2,F2F,0,Quiz4,100,50,-50,1,,,
2594,11C13,2016,1,2,F2F,1,Quiz5,100,50,-50,1,,,
2420,31B08,2016,1,2,F2F,1,Quiz6,100,50,-50,1,,,
1788,21B26,2016,1,2,F2F,0,quiz1,100,50,-50,1,,,
1861,21B12,2016,1,2,F2F,0,quiz1,100,50,-50,1,,,
1527,21A6,2016,1,2,F2F,0,quiz1,100,50,-50,1,,,
1402,11B2,2016,1,2,F2F,0,quiz1,100,50,-50,1,,,
1716,21C5,2016,1,2,F2F,1,quiz1,100,50,-50,1,,,
1769,21B10,2016,1,2,F2F,1,quiz1,100,50,-50,1,,,
1657,21C20,2016,1,2,F2F,0,Quiz 2,90,40,-50,1,,,
1920,21C16,2016,1,2,F2F,0,quiz1,90,40,-50,1,,,
1856,21B1,2016,1,2,F2F,1,Quiz2,80,30,-50,1,,,
1677,21C4,2016,1,2,F2F,0,Quiz3,80,30,-50,1,,,
1836,21C17,2016,1,2,F2F,1,Quiz4,80,30,-50,1,,,
2581,11C11,2016,1,2,F2F,1,quiz1,80,30,-50,1,,,
1531,21A7,2016,1,2,F2F,0,quiz3,100,50,-50,1,,,
2445,31A02,2016,1,2,F2F,0,quiz3,100,50,-50,1,,,
1349,11B11,2016,1,2,F2F,1,quiz3,100,50,-50,1,,,
1793,21B13,2016,1,2,F2F,1,quiz3,100,50,-50,1,,,
2134,21D16,2016,1,2,F2F,0,quiz2,90,40,-50,1,,,
2274,41A23,2016,1,2,F2F,0,quiz3,90,40,-50,1,,,
1976,21B14,2016,1,2,F2F,1,quiz3,90,40,-50,1,,,
1977,21B22,2016,1,2,F2F,1,quiz6,90,40,-50,1,,,
1339,11A12,2016,1,2,F2F,1,quiz6,80,30,-50,1,,,
1812,21C22,2016,1,2,F2F,0,Midterm I,70,21,-49,1,,,
1353,11A22,2016,1,2,F2F,0,Quiz 2,90,44,-46,1,,,
1671,21C15,2016,1,2,F2F,1,FINAL,70,24,-46,1,,,
2068,21B12,2016,1,2,F2F,0,quiz1,85,40,-45,1,,,
1659,21C22,2016,1,2,F2F,1,quiz6,75,30,-45,1,,,
2364,31B06,2016,1,2,F2F,1,Quiz1,100,56,-44,1,,,
1424,11B17,2016,1,2,F2F,1,final,90,47,-43,1,,,
2183,21D17,2016,1,2,F2F,1,Final,75,32,-43,1,,,
2150,21D17,2016,1,2,F2F,1,final,75,33,-42,1,,,
2133,21D13,2016,1,2,F2F,0,Midterm I,70,28,-42,1,,,
1776,21C13,2016,1,2,F2F,1,final,65,23,-42,1,,,
1730,21B2,2016,1,2,F2F,0,Final,63,21,-42,1,,,
2043,21B29,2016,1,2,F2F,1,Quiz2,80,38,-42,1,,,
1654,21B2,2016,1,2,F2F,1,Quiz5,80,38,-42,1,,,
1363,11A11,2016,1,2,F2F,1,Test2,80,38,-42,1,,,
1823,21B26,2016,1,2,F2F,1,Quiz3,100,60,-40,1,,,
2048,21C7,2016,1,2,F2F,1,Quiz5,100,60,-40,1,,,
2578,11C7,2016,1,2,F2F,1,Quiz8,100,60,-40,1,,,
1407,11B8,2016,1,2,F2F,0,Quiz 1,100,60,-40,1,,,
1822,21B27,2016,1,2,F2F,1,Quiz 1,100,60,-40,1,,,
1334,11B13,2016,1,2,F2F,0,Quiz 2,100,60,-40,1,,,
1335,11A5,2016,1,2,F2F,1,Quiz 2,100,60,-40,1,,,
2045,21B11,2016,1,2,F2F,1,quiz1,100,60,-40,1,,,
1734,21B29,2016,1,2,F2F,1,quiz1,100,60,-40,1,,,
1493,21A3,2016,1,2,F2F,0,Quiz 2,90,50,-40,1,,,
2069,21D6,2016,1,2,F2F,0,Quiz4,80,40,-40,1,,,
2130,21D11,2016,1,2,F2F,0,Quiz 2,80,40,-40,1,,,
1556,21B9,2016,1,2,F2F,1,Quiz3,70,30,-40,1,,,
1919,21C7,2016,1,2,F2F,0,Quiz7,70,30,-40,1,,,
2557,11C24,2016,1,2,F2F,1,Quiz8,70,30,-40,1,,,
1667,21B17,2016,1,2,F2F,1,Quiz8,70,30,-40,1,,,
2027,21B12,2016,1,2,F2F,0,quiz1,60,20,-40,1,,,
2468,31A18,2016,1,2,F2F,0,quiz3,100,60,-40,1,,,
1369,11B14,2016,1,2,F2F,0,quiz3,100,60,-40,1,,,
1520,21A4,2016,1,2,F2F,0,quiz3,100,60,-40,1,,,
1612,21B27,2016,1,2,F2F,1,quiz3,100,60,-40,1,,,
1355,11B1,2016,1,2,F2F,1,quiz3,100,60,-40,1,,,
1454,11B5,2016,1,2,F2F,1,quiz3,100,60,-40,1,,,
1846,21B29,2016,1,2,F2F,1,quiz2,90,50,-40,1,,,
1605,21C24,2016,1,2,F2F,1,quiz3,90,50,-40,1,,,
2131,21D7,2016,1,2,F2F,1,quiz3,80,40,-40,1,,,
2250,41A16,2016,1,2,F2F,0,quiz4,80,40,-40,1,,,
2497,31B22,2016,1,2,F2F,0,quiz8,100,60,-40,1,,,
1332,11B15,2016,1,2,F2F,0,quiz6,90,50,-40,1,,,
1726,21C23,2016,1,2,F2F,1,quiz6,70,30,-40,1,,,
2100,21D4,2016,1,2,F2F,0,quiz8,70,30,-40,1,,,
2337,31B14,2016,1,2,F2F,0,quiz6,60,20,-40,1,,,
1398,11B3,2016,1,2,F2F,0,Midterm II,75,36,-39,1,,,
1482,21A7,2016,1,2,F2F,1,Quiz8,93,55,-38,1,,,
1969,21B23,2016,1,2,F2F,1,exam3,100,63,-37,1,,,
1942,21C5,2016,1,2,F2F,1,exam3,100,64,-36,1,,,
1929,21B23,2016,1,2,F2F,1,Test1,75,39,-36,1,,,
2090,21D13,2016,1,2,F2F,1,FINAL,70,34,-36,1,,,
1755,21C17,2016,1,2,F2F,1,Quiz3,100,65,-35,1,,,
1630,21B20,2016,1,2,F2F,1,Midterm II,90,55,-35,1,,,
2007,21C5,2016,1,2,F2F,1,test4,91,57,-34,1,,,
2422,31A10,2016,1,2,F2F,1,Quiz1,81,47,-34,1,,,
2463,31A18,2016,1,2,F2F,1,Quiz4,81,47,-34,1,,,
2562,11C23,2016,1,2,F2F,1,Test1,81,47,-34,1,,,
1562,21B7,2016,1,2,F2F,0,exam3,93,60,-33,1,,,
1480,21A6,2016,1,2,F2F,1,exam3,93,60,-33,1,,,
1530,21A6,2016,1,2,F2F,1,exam3,100,68,-32,1,,,
2065,21C7,2016,1,2,F2F,1,final,95,63,-32,1,,,
2559,11C24,2016,1,2,F2F,0,test4,54,22,-32,1,,,
1333,11A16,2016,1,2,F2F,1,Final,81,50,-31,1,,,
1772,21C19,2016,1,2,F2F,1,Midterm II,70,39,-31,1,,,
1979,21B1,2016,1,2,F2F,0,Quiz8,92,61,-31,1,,,
1328,11A17,2016,1,2,F2F,0,exam3,90,60,-30,1,,,
2213,41A07,2016,1,2,F2F,1,Quiz3,100,70,-30,1,,,
2214,41A08,2016,1,2,F2F,1,Quiz4,100,70,-30,1,,,
2215,41A11,2016,1,2,F2F,0,Quiz4,100,70,-30,1,,,
2299,41A35,2016,1,2,F2F,1,Quiz4,100,70,-30,1,,,
2300,41A28,2016,1,2,F2F,0,Quiz4,100,70,-30,1,,,
2301,41A25,2016,1,2,F2F,1,Quiz4,100,70,-30,1,,,
2302,41A29,2016,1,2,F2F,1,Quiz8,100,70,-30,1,,,
2367,31B05,2016,1,2,F2F,0,Quiz 1,100,70,-30,1,,,
2368,31B18,2016,1,2,F2F,0,Quiz 1,100,70,-30,1,,,
2405,31B24,2016,1,2,F2F,0,Quiz 2,100,70,-30,1,,,
2406,31B14,2016,1,2,F2F,1,Quiz 2,100,70,-30,1,,,
2411,31B09,2016,1,2,F2F,0,Quiz 3,100,70,-30,1,,,
2455,31A11,2016,1,2,F2F,1,Quiz 3,100,70,-30,1,,,
2456,31A10,2016,1,2,F2F,1,quiz1,100,70,-30,1,,,
1650,21C24,2016,1,2,F2F,1,quiz1,100,70,-30,1,,,
1623,21B6,2016,1,2,F2F,0,Quiz 3,90,60,-30,1,,,
1498,21A4,2016,1,2,F2F,0,final,86,56,-30,1,,,
1817,21B20,2016,1,2,F2F,0,final,85,55,-30,1,,,
2433,31B09,2016,1,2,F2F,1,Quiz3,80,50,-30,1,,,
1561,21B14,2016,1,2,F2F,0,Quiz3,80,50,-30,1,,,
1760,21C11,2016,1,2,F2F,0,quiz1,80,50,-30,1,,,
1552,21B9,2016,1,2,F2F,0,quiz1,80,50,-30,1,,,
1443,11A10,2016,1,2,F2F,1,quiz1,80,50,-30,1,,,
1831,21B18,2016,1,2,F2F,0,quiz2,80,50,-30,1,,,
2251,41A30,2016,1,2,F2F,1,Quiz5,70,40,-30,1,,,
2380,31A17,2016,1,2,F2F,1,quiz1,70,40,-30,1,,,
2101,21D15,2016,1,2,F2F,1,Quiz2,60,30,-30,1,,,
1974,21B26,2016,1,2,F2F,0,quiz1,50,20,-30,1,,,
1387,11A8,2016,1,2,F2F,1,quiz2,100,70,-30,1,,,
1513,21A1,2016,1,2,F2F,0,quiz3,100,70,-30,1,,,
1710,21C10,2016,1,2,F2F,0,quiz3,100,70,-30,1,,,
1723,21C19,2016,1,2,F2F,0,quiz3,100,70,-30,1,,,
2566,11C17,2016,1,2,F2F,0,quiz3,90,60,-30,1,,,
2429,31A03,2016,1,2,F2F,0,quiz3,90,60,-30,1,,,
2482,31A02,2016,1,2,F2F,0,quiz2,80,50,-30,1,,,
1907,21B22,2016,1,2,F2F,1,quiz2,80,50,-30,1,,,
1908,21C5,2016,1,2,F2F,1,quiz2,80,50,-30,1,,,
1935,21B5,2016,1,2,F2F,0,quiz3,80,50,-30,1,,,
1936,21B20,2016,1,2,F2F,1,quiz3,80,50,-30,1,,,
2553,11C10,2016,1,2,F2F,1,quiz2,70,40,-30,1,,,
1808,21B27,2016,1,2,F2F,1,quiz3,70,40,-30,1,,,
2155,21D1,2016,1,2,F2F,1,quiz2,60,30,-30,1,,,
2296,41A26,2016,1,2,F2F,1,quiz3,60,30,-30,1,,,
1751,21B22,2016,1,2,F2F,1,quiz6,100,70,-30,1,,,
1799,21C20,2016,1,2,F2F,1,quiz6,100,70,-30,1,,,
2527,11C25,2016,1,2,F2F,1,quiz6,90,60,-30,1,,,
2161,21D2,2016,1,2,F2F,0,quiz7,80,50,-30,1,,,
1375,11B18,2016,1,2,F2F,0,test1,70,40,-30,1,,,
1462,11A2,2016,1,2,F2F,1,test1,70,40,-30,1,,,
2362,31B01,2016,1,2,F2F,1,quiz6,60,30,-30,1,,,
2330,31B22,2016,1,2,F2F,1,quiz6,50,20,-30,1,,,
1995,21C12,2016,1,2,F2F,1,exam3,85,56,-29,1,,,
1666,21B25,2016,1,2,F2F,0,Midterm I,100,71,-29,1,,,
2335,31A19,2016,1,2,F2F,0,Test1,90,61,-29,1,,,
2008,21C19,2016,1,2,F2F,1,final,86,57,-29,1,,,
2140,21D4,2016,1,2,F2F,1,MIDTERM I,70,41,-29,1,,,
2428,31A05,2016,1,2,F2F,1,Quiz2,60,31,-29,1,,,
1980,21B19,2016,1,2,F2F,1,Quiz5,60,31,-29,1,,,
2071,21D3,2016,1,2,F2F,1,Test2,60,31,-29,1,,,
1394,11B13,2016,1,2,F2F,1,exam3,100,72,-28,1,,,
2569,11C5,2016,1,2,F2F,1,exam3,90,62,-28,1,,,
1851,21C16,2016,1,2,F2F,0,final,80,52,-28,1,,,
1653,21C5,2016,1,2,F2F,1,Final,50,22,-28,1,,,
1631,21C13,2016,1,2,F2F,0,Test1,90,62,-28,1,,,
1494,21A7,2016,1,2,F2F,0,Test1,80,52,-28,1,,,
2454,31B22,2016,1,2,F2F,1,test2,95,67.5,-27.5,1,,,
2336,31B05,2016,1,2,F2F,1,exam3,88,61,-27,1,,,
1430,11A24,2016,1,2,F2F,1,Midterm III,78,51,-27,1,,,
2446,31B24,2016,1,2,F2F,1,test4,90,63,-27,1,,,
1507,21A2,2016,1,2,F2F,1,FINAL,91,65,-26,1,,,
2568,11C3,2016,1,2,F2F,0,Midterm I,88,62,-26,1,,,
2091,21D4,2016,1,2,F2F,0,MIDTERM I,70,44,-26,1,,,
2092,21D3,2016,1,2,F2F,1,Quiz6,82,56,-26,1,,,
2286,41A26,2016,1,2,F2F,1,Test3,82,56,-26,1,,,
1560,21B7,2016,1,2,F2F,1,Quiz1,75,49,-26,1,,,
1558,21B6,2016,1,2,F2F,1,Quiz4,75,49,-26,1,,,
1810,21C24,2016,1,2,F2F,1,Quiz6,75,49,-26,1,,,
1523,21A2,2016,1,2,F2F,1,Test1,75,49,-26,1,,,
2579,11C24,2016,1,2,F2F,1,Test3,75,49,-26,1,,,
1795,21B18,2016,1,2,F2F,0,exam3,90,65,-25,1,,,
1519,21A2,2016,1,2,F2F,0,exam3,85,60,-25,1,,,
1549,21B23,2016,1,2,F2F,1,exam3,80,55,-25,1,,,
1354,11A11,2016,1,2,F2F,1,exam3,70,45,-25,1,,,
1958,21C12,2016,1,2,F2F,0,Quiz2,95,70,-25,1,,,
1970,21C12,2016,1,2,F2F,0,Quiz 2,95,70,-25,1,,,
1824,21C2,2016,1,2,F2F,0,Quiz4,90,65,-25,1,,,
1544,21B8,2016,1,2,F2F,1,Quiz8,90,65,-25,1,,,
1700,21C15,2016,1,2,F2F,0,Midterm I,90,65,-25,1,,,
2538,11C15,2016,1,2,F2F,0,Midterm II,90,65,-25,1,,,
2483,31A05,2016,1,2,F2F,1,MIDTERM I,78,53,-25,1,,,
1483,21A7,2016,1,2,F2F,0,final,73,48,-25,1,,,
1546,21B13,2016,1,2,F2F,0,final,72,47,-25,1,,,
1884,21B26,2016,1,2,F2F,0,Quiz7,70,45,-25,1,,,
1323,11A9,2016,1,2,F2F,1,Midterm II,70,45,-25,1,,,
1656,21C15,2016,1,2,F2F,0,Test1,64,39,-25,1,,,
2164,21D9,2016,1,2,F2F,1,quiz3,75,50,-25,1,,,
1509,21A1,2016,1,2,F2F,1,quiz6,100,75,-25,1,,,
2593,11C12,2016,1,2,F2F,1,TEST I,88,63,-25,1,,,
1962,21B19,2016,1,2,F2F,1,Quiz8,89,64,-25,1,,,
1922,21C14,2016,1,2,F2F,1,Quiz6,80,55,-25,1,,,
1984,21C8,2016,1,2,F2F,1,Test3,80,55,-25,1,,,
2513,11C23,2016,1,2,F2F,1,exam3,100,76,-24,1,,,
1996,21C14,2016,1,2,F2F,1,exam3,94,70,-24,1,,,
2426,31B09,2016,1,2,F2F,1,Midterm II,95,71,-24,1,,,
2484,31A08,2016,1,2,F2F,0,Midterm II,85,61,-24,1,,,
2565,11C17,2016,1,2,F2F,1,FINAL,82,58,-24,1,,,
1849,21C14,2016,1,2,F2F,0,Test2,77,53,-24,1,,,
2165,21D2,2016,1,2,F2F,1,Final,74,50,-24,1,,,
1608,21B12,2016,1,2,F2F,0,Test1,73,49,-24,1,,,
2417,31B11,2016,1,2,F2F,1,TEST I,42,18,-24,1,,,
1796,21C9,2016,1,2,F2F,1,Quiz6,90,66,-24,1,,,
2447,31A07,2016,1,2,F2F,1,Test3,90,66,-24,1,,,
1972,21C18,2016,1,2,F2F,1,Quiz8,88,64,-24,1,,,
2357,31B01,2016,1,2,F2F,1,Quiz6,80,56,-24,1,,,
2358,31A08,2016,1,2,F2F,1,Test3,80,56,-24,1,,,
2522,11C19,2016,1,2,F2F,1,exam3,100,77,-23,1,,,
1570,21B3,2016,1,2,F2F,1,exam3,88,65,-23,1,,,
1713,21B16,2016,1,2,F2F,1,Test2,98,75,-23,1,,,
1536,21A4,2016,1,2,F2F,0,Quiz1,90,67,-23,1,,,
1847,21B23,2016,1,2,F2F,1,Midterm I,75,52,-23,1,,,
2003,21C10,2016,1,2,F2F,1,Test1,68,45,-23,1,,,
2004,21C14,2016,1,2,F2F,1,Test1,68,45,-23,1,,,
2034,21B2,2016,1,2,F2F,1,FINAL,68,45,-23,1,,,
2328,31B22,2016,1,2,F2F,1,Medterm II,100,78,-22,1,,,
2329,31B12,2016,1,2,F2F,0,Quiz 2,100,78,-22,1,,,
2370,31B13,2016,1,2,F2F,1,Quiz 2,100,78,-22,1,,,
2371,31A13,2016,1,2,F2F,1,Quiz1,100,78,-22,1,,,
2372,31B06,2016,1,2,F2F,1,Quiz1,100,78,-22,1,,,
1534,21A5,2016,1,2,F2F,1,Midterm I,82,60,-22,1,,,
1324,11B15,2016,1,2,F2F,0,MIDTERM I,70,48,-22,1,,,
1781,21C7,2016,1,2,F2F,0,Quiz6,75,53,-22,1,,,
1719,21B17,2016,1,2,F2F,0,Test3,75,53,-22,1,,,
1641,21C25,2016,1,2,F2F,1,exam3,80,59,-21,1,,,
2234,41A19,2016,1,2,F2F,1,Final,100,79,-21,1,,,
1789,21C12,2016,1,2,F2F,0,final,97,76,-21,1,,,
1648,21B3,2016,1,2,F2F,1,Test2,90,69,-21,1,,,
1680,21C25,2016,1,2,F2F,1,Final,88,67,-21,1,,,
2105,21D8,2016,1,2,F2F,1,Medterm I,85,64,-21,1,,,
2168,21D2,2016,1,2,F2F,1,Midterm II,85,64,-21,1,,,
1848,21C16,2016,1,2,F2F,1,final,73,52,-21,1,,,
2151,21D17,2016,1,2,F2F,1,FINAL,65,44,-21,1,,,
1725,21B24,2016,1,2,F2F,1,Quiz1,82,61,-21,1,,,
1754,21B21,2016,1,2,F2F,1,Quiz4,82,61,-21,1,,,
1506,21A1,2016,1,2,F2F,1,Test1,82,61,-21,1,,,
1840,21B16,2016,1,2,F2F,1,Quiz7,75,54,-21,1,,,
2207,41A01,2016,1,2,F2F,1,exam3,90,70,-20,1,,,
919,23A10,2016,2,2,F2F,1,Quiz4,100,80,-20,1,,,
989,13D13,2016,2,2,F2F,1,Quiz6,100,80,-20,1,,,
640,13A23,2016,2,2,F2F,1,Quiz7,100,80,-20,1,,,
1190,13A23,2016,2,2,F2F,1,Quiz8,100,80,-20,1,,,
440,23A20,2016,2,2,F2F,1,QUIZ,100,80,-20,1,,,
893,23B2,2016,2,2,F2F,0,Quiz 1,100,80,-20,1,,,
756,13A14,2016,2,2,F2F,0,Quiz 1,100,80,-20,1,,,
615,13C7,2016,2,2,F2F,0,Quiz 1,100,80,-20,1,,,
725,13C7,2016,2,2,F2F,1,Quiz 1,100,80,-20,1,,,
1165,13C7,2016,2,2,F2F,0,Quiz 2,100,80,-20,1,,,
750,13A23,2016,2,2,F2F,0,Quiz 2,100,80,-20,1,,,
938,23B17,2016,2,2,F2F,1,Quiz 2,100,80,-20,1,,,
795,13D11,2016,2,2,F2F,0,Quiz 3,100,80,-20,1,,,
1235,13D11,2016,2,2,F2F,1,quiz1,100,80,-20,1,,,
1300,13A23,2016,2,2,F2F,0,quiz1,100,80,-20,1,,,
